gene_id	gene_name	SH_INSM1	SH_INSM2	SH_LacZ1	SH_LacZ2
ENSG00000229330.2	ENSG00000229330	0	0	0	0
ENSG00000229331.1	GK-IT1	0	0	0	0
ENSG00000229332.2	PGBD4P8	0	0	0	0
ENSG00000229334.3	TMEM44-AS2	0.973635	1.669231	2.128825	0
ENSG00000229335.3	DANT1	2.759889	4.610163	3.864661	5.39856
ENSG00000229336.1	SREK1IP1P1	0	0	0	0
ENSG00000229337.3	ENSG00000229337	0.95316	0.632156	4.521302	4.002987
ENSG00000229338.1	NME2P3	0	0	0	0
ENSG00000229339.1	RPL7AP83	0	0	0	0
ENSG00000229343.1	CDY22P	0	0	0	0
ENSG00000229344.1	MTCO2P12	0.494808	1.15024	0.629879	0
ENSG00000229345.2	ENSG00000229345	0	0	0	0
ENSG00000229347.1	ENSG00000229347	0.260196	0	0	0
ENSG00000229348.1	HYI-AS1	1.85991	0.348617	0.47314	0
ENSG00000229349.2	ACTG1P9	0	0	0	0
ENSG00000229351.1	KRTAP9-11P	0	0	0	0
ENSG00000229356.2	LRRC3-DT	1.580502	1.930959	0	0.452257
ENSG00000229357.1	CYCSP51	0	0	0	0
ENSG00000229358.3	DPY19L1P1	0.561007	0.163298	0	0.284282
ENSG00000229359.3	PIN1P1	1.557669	0	0	0
ENSG00000229360.1	PPP1R2P5	0	0	0	0
ENSG00000229361.5	UBTFL7	0	0	0	0
ENSG00000229365.3	ENSG00000229365	0	0.299025	0	0
ENSG00000229367.1	HMGN2P19	0	0	0	0
ENSG00000229368.1	ENSG00000229368	0	0	0.506499	0
ENSG00000229369.1	DENRP4	0	0	0	0
ENSG00000229370.1	ENSG00000229370	0	0	0	0
ENSG00000229372.1	SZT2-AS1	0	1.422004	0	0
ENSG00000229373.10	LINC00452	0	0	0	0
ENSG00000229375.1	USP24P1	0	0	0	0
ENSG00000229376.3	CICP3	1.591094	1.865839	0.719766	0.571356
ENSG00000229379.1	ENSG00000229379	0	0	0	0
ENSG00000229380.2	PRKAR1B-AS2	0	0	0	0
ENSG00000229382.1	ENSG00000229382	0	0	0	3.750026
ENSG00000229384.2	HMGB1P16	0	0	0	0
ENSG00000229385.2	CTNNA2-AS1	0	0	0.229327	0
ENSG00000229386.4	OR8B9P	0	0	0	0
ENSG00000229388.2	TAF12-DT	0.261834	1.218433	1.334156	0
ENSG00000229389.3	ENSG00000229389	0	0	0	0
ENSG00000229390.1	MICD	0	0	0	0
ENSG00000229391.8	HLA-DRB6	0	0	0	0
ENSG00000229393.1	ENSG00000229393	0.839692	0	1.067165	0
ENSG00000229395.1	ENSG00000229395	0	0	0	0
ENSG00000229398.1	ENSG00000229398	0	0	0	0
ENSG00000229399.1	ENSG00000229399	0.585553	0	0.742349	0
ENSG00000229400.1	CNIH3-AS1	0	0.165629	0	0
ENSG00000229402.1	ENSG00000229402	0	0	0	0
ENSG00000229404.7	LINC00858	0	0	0	0
ENSG00000229405.1	ENSG00000229405	0	0.244332	0	0
ENSG00000229406.1	OFD1P4Y	0	0	0	0
ENSG00000229407.6	ENSG00000229407	7.575886	4.125397	19.845092	19.357926
ENSG00000229409.1	ENSG00000229409	0	0	0	0
ENSG00000229413.2	ENSG00000229413	27.153919	0	7.389244	0
ENSG00000229414.3	KCNQ1-AS1	6.709677	5.029435	1.958817	0
ENSG00000229415.11	SFTA3	0	0.121462	0	0
ENSG00000229416.1	USP9YP8	0	0	0	0
ENSG00000229417.1	NPM1P25	0	0	0	0
ENSG00000229418.3	ENSG00000229418	0	0	0	0
ENSG00000229419.1	RALGAPA1P1	2.457878	1.977573	0.746675	2.018157
ENSG00000229421.1	H3P10	0	0	0	0
ENSG00000229422.2	ENSG00000229422	3.336497	4.420315	5.752774	1.053827
ENSG00000229423.2	RPL27AP8	0	0	0	0
ENSG00000229424.1	ENSG00000229424	0	0	0	0
ENSG00000229425.6	ENSG00000229425	0.243497	0.190848	0	0.200126
ENSG00000229427.1	ANKRD26P4	0	0	0	0
ENSG00000229431.2	MED8-AS1	2.999208	0.951137	2.101074	2.57259
ENSG00000229433.3	LINC02069	0	0.039822	0	0
ENSG00000229434.1	NRAL	0	0	0	0
ENSG00000229435.2	PIP5K1P2	0	0	0	0
ENSG00000229436.1	ENSG00000229436	0	0	0	0
ENSG00000229437.3	LINC00366	0	0	0	0
ENSG00000229440.1	ENSG00000229440	0	0	0	0
ENSG00000229442.2	THEMIS3P	0	0	0	0.71998
ENSG00000229443.3	LINC00433	0	0	0	0
ENSG00000229444.2	ST3GAL3-AS1	0	0.466397	0.319454	0
ENSG00000229447.2	ENSG00000229447	3.677802	0	0	0
ENSG00000229452.2	CPVL-AS1	0	0	0	0
ENSG00000229453.3	SPINK8	0	0	0	0
ENSG00000229455.2	RPS10P18	0	0	0	0
ENSG00000229456.1	RLIMP1	0	0	0.182665	0
ENSG00000229457.1	LINC01789	0	0	0	0
ENSG00000229459.1	ENSG00000229459	0	0	0	0
ENSG00000229462.1	WDR4P2	0	0	0	0
ENSG00000229465.1	ACTG1P11	0	0	0	0
ENSG00000229466.3	LINC02627	0.113502	0	0	0
ENSG00000229468.1	RPL39P18	0	0	0	0
ENSG00000229473.2	RGS17P1	0	0	0	0
ENSG00000229474.8	PATL2	0	0.23263	0.231943	0
ENSG00000229478.1	ROBO2P1	0	0	0	0
ENSG00000229483.3	LINC00362	0	0	0	0
ENSG00000229484.4	LINC02766	0.144693	0.267249	0.620263	0
ENSG00000229485.1	KSR1P1	0	0	0	0
ENSG00000229486.2	ENSG00000229486	0	0	0	0
ENSG00000229487.1	ALG13-AS1	0	0	0	0
ENSG00000229491.6	ENSG00000229491	0	0	0	0
ENSG00000229492.1	TERF2IPP1	0	0	0	0
ENSG00000229494.3	ENSG00000229494	0	0	0	0
ENSG00000229495.1	ENSG00000229495	0.255958	0	0	0.201649
ENSG00000229497.1	ENSG00000229497	0	0	0	0
ENSG00000229498.1	ENSG00000229498	0	0	0	0
ENSG00000229500.1	RPL17P1	0	0	0	0
ENSG00000229502.5	ENSG00000229502	0	0	0	0
ENSG00000229503.1	RPL21P37	0	0	0	0
ENSG00000229505.1	ENSG00000229505	0	0	0	0
ENSG00000229508.2	PHKG1P4	0	0	0	0
ENSG00000229509.1	ENSG00000229509	0	0	0	0
ENSG00000229511.1	GAS2L1P1	0.166899	0.383746	0	0
ENSG00000229512.1	ENSG00000229512	0	0	0	0
ENSG00000229515.1	FLT1P1	0	0	0	0
ENSG00000229518.1	UBE2V1P3	0	0	0	0
ENSG00000229519.2	ENSG00000229519	0	0	0	0
ENSG00000229520.3	LINC00404	0	0	0.129727	0
ENSG00000229521.2	MYCBP2-AS2	0	0	0	0
ENSG00000229522.2	LINC01523	0	1.299588	0.209531	0
ENSG00000229525.2	DNPEP-AS1	1.206344	1.173309	0.678936	1.210865
ENSG00000229526.3	KRT16P4	0	0	0	0
ENSG00000229528.1	ENSG00000229528	0	0	0	0
ENSG00000229530.1	ENSG00000229530	0	0.145691	0	0
ENSG00000229531.7	RABGAP1L-AS1	0	0	0	0
ENSG00000229532.1	ENSG00000229532	0	0	0	0
ENSG00000229533.1	ENSG00000229533	0.160761	0	0.209916	0
ENSG00000229534.1	HNRNPA1P53	0	0	0	0
ENSG00000229536.4	LINC02572	1.76674	1.033403	0.936962	1.149943
ENSG00000229537.8	LINC01739	0	0	0	0
ENSG00000229539.3	PANK2-AS1	2.070075	3.821693	2.945572	5.562468
ENSG00000229541.2	GAPDHP26	0	0	0	0
ENSG00000229543.2	ENSG00000229543	0	0	0	0
ENSG00000229544.9	NKX1-2	0.136986	0	1.70493	2.18924
ENSG00000229546.2	LINC00428	0	0	0	0
ENSG00000229547.7	ENSG00000229547	0	0	0	0
ENSG00000229549.9	TSPY8	0	0	0	0
ENSG00000229550.1	ENSG00000229550	0	0	0	0
ENSG00000229551.2	GAPDHP17	0	0	0	0
ENSG00000229553.1	USP9YP17	0	0	0	0
ENSG00000229554.2	RPL21P24	0	0	0	0
ENSG00000229557.2	LINC00379	0	0	0	0
ENSG00000229558.3	SACS-AS1	0.202112	0.278209	0.322458	0
ENSG00000229559.3	ENSG00000229559	0	0	0	0
ENSG00000229560.1	LYARP1	0	0	0	0
ENSG00000229562.1	ZFYVE9P1	0	0	0	0
ENSG00000229563.8	LINC01204	0	0	0	0
ENSG00000229565.3	LINC02264	0	0	0	0
ENSG00000229567.1	ENSG00000229567	0	0	0	0
ENSG00000229568.1	SMC4P1	0	0	0	0
ENSG00000229569.1	ENSG00000229569	0	0	0	0
ENSG00000229570.2	GAPDHP58	0	0	0	0
ENSG00000229571.7	PRAMEF25	0.063321	0	0	0
ENSG00000229572.1	EIF4BP4	0	0	0.170533	0
ENSG00000229578.4	LINC00358	0	0	0	0
ENSG00000229579.5	USP17L26	0	0	0	0
ENSG00000229582.4	PBX3-DT	0.264469	0.048547	0.812088	0.374233
ENSG00000229585.4	RPL21P44	0	0.479473	0	0
ENSG00000229586.2	TNPO1P3	0.126371	0.077268	0	0
ENSG00000229587.2	ENSG00000229587	0	0	0	0
ENSG00000229588.4	ENSG00000229588	0	0	0.061524	0
ENSG00000229589.1	ACVR2B-AS1	1.973316	1.27535	2.461522	1.907062
ENSG00000229590.3	MSX2P1	0	0	0	0
ENSG00000229591.2	ENSG00000229591	3.289538	2.374789	2.167142	1.836649
ENSG00000229593.1	SUCLA2P3	0	0	0.355747	0.217362
ENSG00000229594.1	ENSG00000229594	0	0	0	0
ENSG00000229595.1	ENSG00000229595	0	0	0	0
ENSG00000229596.3	MYL12BP3	0	0	0	0
ENSG00000229598.1	PRDX3P1	1.030302	0.764326	0.787975	0.941814
ENSG00000229599.3	LINC00411	0	0	0	0
ENSG00000229600.1	ENSG00000229600	0	0	0	0
ENSG00000229601.1	ENSG00000229601	5.657368	1.652826	0	0
ENSG00000229603.1	ENSG00000229603	0	0	0	0
ENSG00000229604.2	MTATP8P2	0	0	0	0
ENSG00000229605.5	RPL21P93	0	0	1.213467	0
ENSG00000229606.3	LINC01718	0	0	0	0
ENSG00000229607.2	ENSG00000229607	0	0	0	0
ENSG00000229608.1	GOLGA2P4	0	0	0	0
ENSG00000229609.2	LINC01079	0.188066	0.158205	0.10323	0.147542
ENSG00000229612.1	SUMO1P2	0	0	0	0
ENSG00000229613.4	LINC01501	0.036077	0	0	0
ENSG00000229616.2	ENSG00000229616	0	0	0	0
ENSG00000229618.4	ENSG00000229618	0.069081	0.371676	0.032611	0
ENSG00000229619.6	MBNL1-AS1	0.074809	0.268269	0.18115	0.080565
ENSG00000229621.3	LINC01822	0	0	0	0
ENSG00000229622.1	MTND5P2	0	0	0	0
ENSG00000229623.1	METTL21AP1	0.279269	0	1.067034	4.402839
ENSG00000229625.3	ENSG00000229625	0	0	0	0
ENSG00000229626.1	PIGCP2	0.359147	0.498684	0	0
ENSG00000229627.2	BSNDP4	0.844395	0.802141	0	0
ENSG00000229629.1	ENSG00000229629	0	0	0	0
ENSG00000229630.2	LINC01264	0	0	0	0.973256
ENSG00000229635.1	ENSG00000229635	1.270066	5.174117	2.690035	7.425443
ENSG00000229636.2	KRT8P21	0	0	0	0
ENSG00000229637.4	PRAC2	0	0.412077	0	0
ENSG00000229638.1	RPL4P4	31.648779	33.236864	30.760686	74.820662
ENSG00000229639.1	LINC01758	1.636602	0	0	0
ENSG00000229641.1	CYP2C56P	0	0	0	0
ENSG00000229642.2	ENSG00000229642	0.552183	0	0	0
ENSG00000229643.2	LINC00280	0	0	0	0
ENSG00000229644.6	NAMPTP1	1.939449	2.175882	0.986344	2.311668
ENSG00000229647.4	MYOSLID	0.363942	0.178108	0.152903	0
ENSG00000229648.1	RPSAP22	0	0	0	0
ENSG00000229649.2	LINC02681	0	0	0	0
ENSG00000229652.1	ENSG00000229652	0	0	2.078915	0
ENSG00000229654.2	LINC02526	0	0	0	0
ENSG00000229656.10	ITGB1-DT	0.449688	0.226653	1.672016	0.391431
ENSG00000229657.2	RPL13AP11	0.350061	0.32764	0	0
ENSG00000229658.1	PABPC1P9	0	0	0	0
ENSG00000229659.1	RPL26P6	3.657033	3.467163	1.544496	0
ENSG00000229660.1	ENSG00000229660	0	0	0	0
ENSG00000229661.1	BUD31P2	0	2.793588	0	0
ENSG00000229662.2	ENSG00000229662	0	0	0	0
ENSG00000229663.1	DPY19L4P1	0	0.049013	0	0
ENSG00000229664.1	ENSG00000229664	0	0	0	0
ENSG00000229665.8	PRR20C	0	0	0	0
ENSG00000229666.3	MAST4-AS1	0.251727	0.589581	1.809884	2.115215
ENSG00000229667.2	UBE2V1P9	0	0	0	0
ENSG00000229668.1	ENSG00000229668	0	0	0	0
ENSG00000229670.2	PKP4P1	0	0	0	0
ENSG00000229671.3	LINC01150	0.751259	0	0	0.250258
ENSG00000229672.4	ENSG00000229672	0	0	0.639362	0
ENSG00000229673.1	ENSG00000229673	0	0	0	0
ENSG00000229674.3	H2AL3	0	0	0	0
ENSG00000229676.3	ZNF492	0.23832	0.844046	2.444744	3.390313
ENSG00000229677.1	RPL17P28	0	0	0	0
ENSG00000229679.1	ENSG00000229679	0	0	0	0
ENSG00000229682.1	ENSG00000229682	0	0	0	0
ENSG00000229686.1	SNORD56	0	0	0	0
ENSG00000229687.2	ENSG00000229687	0	0	0	0
ENSG00000229688.9	CRPPA-AS1	0.056905	0	0	0
ENSG00000229689.5	ANKRD33BP1	0	0.266578	1.944462	0
ENSG00000229690.1	MTCO2P1	0	0	0	0
ENSG00000229692.3	SOS1-IT1	1.938391	1.92227	0	0.36705
ENSG00000229693.2	SKP2P1	0	0	0	0
ENSG00000229695.1	ENSG00000229695	0	0	0	0
ENSG00000229696.1	KARS1P1	0	0.062549	0	0
ENSG00000229697.3	FAM242E	0	0.094205	0	0
ENSG00000229699.1	ENSG00000229699	0.203235	0	0	0
ENSG00000229700.1	RPL29P17	0	0	0	0
ENSG00000229701.1	MTND2P20	0	0	0	0
ENSG00000229703.7	LYPD9P	0	0	0	0
ENSG00000229704.1	EIF2S2P2	0	0	0	0
ENSG00000229707.1	SKP1P3	0	0	0	0
ENSG00000229708.1	MARK2P12	0	0	0	0
ENSG00000229709.1	USP9YP36	0	0	0	0
ENSG00000229711.1	ENSG00000229711	0	0	0	0
ENSG00000229713.1	LCEP2	0	1.045932	0	0
ENSG00000229715.5	EEF1DP3	0	0	0	0
ENSG00000229716.2	RPL23AP19	0	0	0	0
ENSG00000229717.4	ENSG00000229717	0	0	0	0
ENSG00000229719.8	MIR194-2HG	0.235852	0.136627	0.190323	0.070664
ENSG00000229720.1	ENSG00000229720	0.152598	0.423001	0	0
ENSG00000229721.3	ENSG00000229721	0	0	0	0
ENSG00000229722.1	ENSG00000229722	0	0	0	0
ENSG00000229723.2	LINC01054	0.209057	0.3878	0	0
ENSG00000229724.1	OR2AQ1P	0	0	0	0
ENSG00000229725.1	ENSG00000229725	0	0	0	0
ENSG00000229727.8	ENSG00000229727	1.662068	1.22096	0.37521	0.16426
ENSG00000229728.1	ENSG00000229728	0.976845	0.460765	1.240029	0
ENSG00000229730.2	ENSG00000229730	0	0	0	0
ENSG00000229731.1	ENSG00000229731	0	0	0	0
ENSG00000229732.1	ENSG00000229732	0	0	0	0
ENSG00000229733.1	ENSG00000229733	0	0	0	0
ENSG00000229735.1	FTLP16	0	0	0	0
ENSG00000229738.1	ENSG00000229738	0	0	0	0
ENSG00000229739.5	PDC-AS1	0.981616	1.597794	2.262412	4.505727
ENSG00000229740.4	ENSG00000229740	0	0	0	0
ENSG00000229742.1	ENSG00000229742	0	0	1.276386	0
ENSG00000229743.7	LINC01159	0.213326	0	0.768692	1.407197
ENSG00000229744.1	SDHDP5	0	0	0	0
ENSG00000229745.1	BPY2DP	0	0	0	0
ENSG00000229747.1	ENSG00000229747	0	0.206054	0.282896	0
ENSG00000229749.1	COTL1P1	0	0	0	0
ENSG00000229750.2	ENSG00000229750	0.435314	0.196251	0.77764	0.745327
ENSG00000229751.1	ENSG00000229751	0	0	0	0
ENSG00000229752.1	RPL7P10	0	0	0	0
ENSG00000229753.1	RPS27AP15	0	0	0	0
ENSG00000229754.3	CXCR2P1	0	0	0	0
ENSG00000229755.1	ENSG00000229755	0	0	0	0
ENSG00000229756.1	RPL31P20	0	0	0	0
ENSG00000229757.2	RPL7AP21	0	0.182015	0	0
ENSG00000229758.2	DYNLT3P2	1.60674	0	0	0
ENSG00000229759.1	MRPS18AP1	2.206076	3.588296	0.407434	0
ENSG00000229760.1	MTCO1P52	0	0	0	0
ENSG00000229761.1	RPS20P1	0	0	0	0
ENSG00000229762.1	ENSG00000229762	0.280827	0.261688	0.357655	0
ENSG00000229765.2	RPL21P62	1.451355	0	0	0
ENSG00000229766.8	TMX4-AS1	0.754496	0.428045	0.37007	0.483362
ENSG00000229769.2	TRBV10-2	0	0	0	0
ENSG00000229770.3	ENSG00000229770	3.012347	2.610723	3.073725	2.015726
ENSG00000229771.3	ENSG00000229771	0.514402	0.153755	0	0.277657
ENSG00000229774.2	ENSG00000229774	0	0	0	0
ENSG00000229775.7	LINC02624	0	0	0	0
ENSG00000229776.1	C4B-AS1	1.160209	0.60859	1.128217	0.520929
ENSG00000229779.1	ENSG00000229779	0	0	0	0
ENSG00000229780.1	UBE2Q1-AS1	0.631324	0	0	0
ENSG00000229781.1	RRN3P4	0	0	0	0
ENSG00000229782.2	SPNS2-AS1	0	0.957635	0	0
ENSG00000229785.1	SLC25A38P1	0	0	0	0
ENSG00000229786.1	SNRPFP2	0	0	0	0
ENSG00000229788.1	LINC00388	0	0	0	0
ENSG00000229791.1	ENSG00000229791	0	0	0	0
ENSG00000229792.2	LINC00399	0	0.216218	0	0
ENSG00000229794.2	MTCYBP32	0.248615	0.114641	0	0
ENSG00000229795.2	RPS21P1	0	0	0	0
ENSG00000229797.3	ENSG00000229797	0.717856	0.356719	0.123606	0
ENSG00000229798.1	KRT18P26	0.199921	0.184072	0	0
ENSG00000229800.1	ATP8A2P2	0.233308	0	0.297721	0
ENSG00000229805.2	LINC01813	0	0	0	0
ENSG00000229806.1	RPS15P5	1.262648	0.599293	0.799753	1.341209
ENSG00000229807.14	XIST	330.717242	358.45359	474.148203	1147.35756
ENSG00000229808.2	ENSG00000229808	0	0	0	0
ENSG00000229809.9	ZNF688	13.043293	14.023129	6.656052	2.925898
ENSG00000229814.1	RPL35AP21	0	0	0	0
ENSG00000229815.1	CCNB1IP1P1	0	0	0	0
ENSG00000229816.1	DDX50P1	1.088305	2.474532	1.026726	0.893791
ENSG00000229817.1	ENSG00000229817	0	0.101789	0	0
ENSG00000229820.2	DNAJC8P4	0	0.768801	1.021739	0
ENSG00000229821.1	ENSG00000229821	0	0	0	0
ENSG00000229822.2	RPS15AP39	0	0	0	0
ENSG00000229824.1	RPL12P34	0	0	0	0
ENSG00000229826.2	ENSG00000229826	0	0	0	0
ENSG00000229827.1	ENSG00000229827	0	0	0	0
ENSG00000229828.2	PDE4DIPP1	0	0	0	0
ENSG00000229829.1	DUTP4	0	0	0	0
ENSG00000229830.1	ENSG00000229830	0	0	0	0
ENSG00000229831.2	ENSG00000229831	0	0	0	0
ENSG00000229832.1	ENSG00000229832	0.453636	0	0	0
ENSG00000229833.11	PET100	41.077351	40.794431	61.762377	10.45632
ENSG00000229834.1	ENSG00000229834	0	0	0	0
ENSG00000229835.2	KHSRPP1	0.1347	0.247501	0.343806	0.158359
ENSG00000229836.1	ENSG00000229836	0	0	0	0
ENSG00000229839.7	ENSG00000229839	5.693005	4.84607	1.9451	4.399078
ENSG00000229840.2	ISCA1P2	0	0	0	0
ENSG00000229842.2	MTATP6P13	0	0	0	0
ENSG00000229846.3	ENSG00000229846	0	0	0	0
ENSG00000229847.10	EMX2OS	0.029025	0.066429	0.462848	0.138015
ENSG00000229848.1	ENSG00000229848	1.979513	0.550401	4.289819	1.812448
ENSG00000229849.1	PYHIN5P	0	0	0	0
ENSG00000229851.1	ARSD-AS1	1.276422	1.882551	0.820746	0.573368
ENSG00000229852.5	KHDC1-AS1	12.322003	11.769859	14.913097	22.270854
ENSG00000229853.1	ENSG00000229853	0.515703	0	0	0
ENSG00000229854.1	ENSG00000229854	0	0.483539	0	0
ENSG00000229855.10	ENSG00000229855	0	0	0	0
ENSG00000229857.1	ENSG00000229857	0	0	0	0
ENSG00000229858.2	ENSG00000229858	0	0	0	0
ENSG00000229859.10	PGA3	0.417056	1.996337	0.598235	0
ENSG00000229862.6	EEF1A1-AS1	0.16404	0	0	0
ENSG00000229863.1	RPL19P2	0	0	0	1.46098
ENSG00000229865.1	RPL31P54	0	0	0	0
ENSG00000229867.2	STEAP3-AS1	0.445419	0.457855	0.290938	0.393668
ENSG00000229869.2	LARP4B-DT	4.356313	4.242615	6.534128	1.974593
ENSG00000229870.1	RPL21P89	3.645021	0.491945	0.660695	1.123302
ENSG00000229871.1	RPSAP20	0	0	0	0
ENSG00000229873.3	OGFR-AS1	2.332003	1.093364	1.437777	0.325717
ENSG00000229875.1	EIF1P1	0	0	0	0
ENSG00000229876.2	CASC20	0	0	0	0
ENSG00000229877.1	PAICSP5	0.213506	0	0	0
ENSG00000229878.1	ENSG00000229878	0	0	0	0
ENSG00000229880.1	IMMTP1	0.051724	0	0.066017	0
ENSG00000229882.2	ENSG00000229882	0	0	0	0
ENSG00000229885.1	ENSG00000229885	0	0	0	0
ENSG00000229886.1	ENSG00000229886	0	0	0	0
ENSG00000229887.5	HNRNPA1P6	0.238869	0	0	0
ENSG00000229890.1	ACTP1	0	2.493656	0	0
ENSG00000229891.5	LINC01315	6.52247	8.035166	8.047617	6.671229
ENSG00000229892.1	ENSG00000229892	0	0	0	0
ENSG00000229893.3	TAX1BP1-AS1	0	0.506296	0	0
ENSG00000229894.5	GK3	0.12391	0	0.316278	0
ENSG00000229896.2	ENSG00000229896	0	0.449763	0.605664	0
ENSG00000229897.2	SEPTIN7P7	0	0	0	0
ENSG00000229899.1	ENSG00000229899	0	0	0	0
ENSG00000229900.1	HSPD1P21	0	0	0	0
ENSG00000229901.1	FOXO6-AS1	0	0	0	0
ENSG00000229905.1	ENSG00000229905	0	0	0	0
ENSG00000229906.1	SNRPGP11	0	0	0	0
ENSG00000229907.3	DEFB108A	0	0	0	0
ENSG00000229909.1	TRIM60P16	0	0	0	0
ENSG00000229910.1	HNRNPA1P18	0	0	0	0
ENSG00000229911.2	ENSG00000229911	0	0	0	0
ENSG00000229913.1	ENSG00000229913	0	0.178885	0	0
ENSG00000229914.1	ENSG00000229914	0	0	0	0
ENSG00000229915.1	ENSG00000229915	2.816772	0	0.714418	1.207664
ENSG00000229917.2	RPL7P46	0.216245	0.200668	0	3.452252
ENSG00000229918.2	DOCK9-AS1	0	0	0	0
ENSG00000229919.3	ELOCP3	0	0	0	0
ENSG00000229920.3	RPS4XP5	0	0.18912	0	0
ENSG00000229921.8	KIF25-AS1	1.529833	2.173448	1.599489	1.530314
ENSG00000229922.6	LINC02865	0	0	0	0
ENSG00000229923.2	ENSG00000229923	1.265173	0	0	0
ENSG00000229924.3	FAM90A26	0	0	0	0
ENSG00000229925.2	ENSG00000229925	0	0	0	0
ENSG00000229926.1	IL9RP1	0	0	0	0
ENSG00000229927.2	RHEBP1	0	0	0	20.770766
ENSG00000229928.1	LINC00400	0	0	0	0
ENSG00000229930.1	ENSG00000229930	0	0	0	0
ENSG00000229931.4	ATXN1-AS1	0.362307	0.64563	1.621032	2.0978
ENSG00000229932.3	YWHAZP3	1.088268	3.315664	4.158485	5.438837
ENSG00000229935.1	MTCYBP9	0	0	0	0
ENSG00000229937.9	PRPS1L1	0.125393	0	0	0
ENSG00000229938.1	MYO16-AS2	0	0	0	0
ENSG00000229939.1	ENSG00000229939	0	0	2.080563	0
ENSG00000229940.1	TSPY22P	0	0	0	0
ENSG00000229941.7	PDE11A-AS1	0	0	0	0
ENSG00000229943.1	ENSG00000229943	0	0	0	0
ENSG00000229944.3	EIF4EP2	4.294606	5.629378	5.324831	8.648421
ENSG00000229946.2	B3GNT2P1	0	0	0	0
ENSG00000229948.2	B3GALNT1P1	0	0	0	0
ENSG00000229949.1	ENSG00000229949	0	0	0	0
ENSG00000229950.2	TFAP2A-AS1	0.812905	0.622401	0.153451	0
ENSG00000229951.7	FOSL2-AS1	0.039048	0.107417	2.8707	0
ENSG00000229953.2	BCAN-AS2	31.418008	28.105522	11.781729	12.159686
ENSG00000229954.1	MTND2P2	0	0	0.382828	0
ENSG00000229955.1	ENSG00000229955	0	0	1.920673	0
ENSG00000229956.12	ZRANB2-DT	2.919493	9.31235	3.54254	9.045728
ENSG00000229957.1	ENSG00000229957	0	0.049568	0.206771	0
ENSG00000229960.2	ENSG00000229960	0.365255	0	0.402419	0
ENSG00000229961.4	ENSG00000229961	0	0	0	0
ENSG00000229962.3	ENSG00000229962	0.778497	0.358357	0.129074	0.923403
ENSG00000229965.1	RPS3AP7	0	0	0	0
ENSG00000229967.2	MAGEA4-AS1	0.191543	0	0	0
ENSG00000229968.1	ENSG00000229968	0	0	0	0
ENSG00000229969.2	ENSG00000229969	0	0	0.230608	0
ENSG00000229970.3	ENSG00000229970	0	0.783078	0.401469	1.389055
ENSG00000229971.1	ENSG00000229971	0	0	0	0
ENSG00000229972.10	IQCF3	0	0	2.592813	1.219827
ENSG00000229975.1	LIPT1P1	0	0	0	0
ENSG00000229976.3	ENSG00000229976	0.505836	0.276738	0.354197	0.353358
ENSG00000229977.2	ENSG00000229977	0	0	0	0
ENSG00000229978.2	PRAMEF36P	0	0	0	0
ENSG00000229979.1	HMGN2P48	0	0	0	0
ENSG00000229980.6	TOB1-AS1	9.333959	8.433484	5.863555	2.307157
ENSG00000229981.9	LINC01435	0.510426	0.359057	0.211603	0.4928
ENSG00000229982.1	GTF3AP6	0	0	0	0
ENSG00000229983.1	ENSG00000229983	0	0	0	0
ENSG00000229985.2	ENSG00000229985	0	0	0	0
ENSG00000229986.1	ENSG00000229986	0	0	0	0
ENSG00000229988.3	HBBP1	4.892771	4.773896	0	7.747916
ENSG00000229989.7	MIR181A1HG	0.049459	0.07427	0.052301	0
ENSG00000229990.3	ENSG00000229990	0.680622	0	0.216964	0
ENSG00000229991.1	AKR1B1P1	0.590671	0.409198	0.564979	0
ENSG00000229992.1	HMGB3P9	0.978846	0	0	2.913092
ENSG00000229994.1	RPL5P4	2.401548	4.933202	2.518481	28.411503
ENSG00000229996.1	ENSG00000229996	0	0	0.819083	0
ENSG00000229999.6	SGSM3-AS1	0	0	0	0
ENSG00000230000.4	ENSG00000230000	0.228692	0.551138	0.486534	0
ENSG00000230001.1	ENSG00000230001	0	0	0.355678	0
ENSG00000230002.3	ALMS1-IT1	1.318707	1.765317	2.103852	2.461048
ENSG00000230003.2	ENSG00000230003	0	0	0	0
ENSG00000230005.2	SNAP47-AS1	0	0.193436	0	0
ENSG00000230006.10	ANKRD36BP2	0	0	0	0
ENSG00000230009.1	MTCO2P3	0	0	0	0
ENSG00000230010.3	ENSG00000230010	3.708636	3.063604	3.201809	7.544395
ENSG00000230011.2	CTSLP4	0	0	0	0
ENSG00000230013.3	CT70	0	0.281016	0.647324	0
ENSG00000230014.2	LINC00709	0	0	0	0
ENSG00000230015.5	ENSG00000230015	0	0.939861	0	0
ENSG00000230018.1	PPIAP39	0	0.786542	0	0
ENSG00000230019.1	YWHAQP9	0	0	0	0
ENSG00000230020.1	NHS-AS1	0	0	0	0
ENSG00000230021.11	ENSG00000230021	0	0	0	0
ENSG00000230022.1	FNTAP2	0.560091	0.521894	0	0
ENSG00000230023.3	LINC02800	0	0.058677	0	0
ENSG00000230025.1	ENSG00000230025	0	0	0	0
ENSG00000230026.2	ENSG00000230026	0.632441	0.58193	0.115281	1.26852
ENSG00000230027.3	ENSG00000230027	0	0	0.154746	0
ENSG00000230029.1	CDY11P	0	0	0	0
